129.42340665006554,-2424.633156068267
139.61894565496866,-2430.6597051933045
120.69093401528677,-2424.3901506555612
132.3207401863766,-2424.089507476528
133.59713423333957,-2424.6492938137217
101.84683379317046,-2400.4809580600604
136.96164002934674,-2429.8500081010343
122.54143852044226,-2399.1680727935686
115.54146690515054,-2442.40906986898
126.71407252611704,-2438.0776867000127
123.45939624084173,-2474.322571640067
115.591403660321,-2431.51544582638
121.36405121307125,-2421.491988260023
98.75859382604636,-2409.7817122406095
128.34408162230588,-2401.094812575801
118.10113064717416,-2458.638277050587
124.85716226197734,-2423.9367111534584
119.82788090295232,-2454.8621453292794
118.39946564829008,-2434.440896966035
125.6327445954179,-2438.487983021404
136.68697493554464,-2423.2676335279625
122.26967756576308,-2441.2377338391548
111.28585040274872,-2425.0950885522125
130.57746364510464,-2455.530756702006
115.40120522349577,-2439.838654979451
131.25425495545855,-2459.1606370165105
143.5798038712963,-2427.278521421066
119.58827578059031,-2443.6523412514766
128.1867278895627,-2449.2253588998547
117.89578005964329,-2445.9631306254882
138.9395182605063,-2436.612938927848
109.84516780277447,-2428.6090674840098
129.45255761361565,-2425.4469300465985
108.74047429432802,-2414.4867748716874
112.82424196898202,-2424.7308052990606
120.57845491770911,-2409.444779274028
119.21268400802424,-2413.313089868672
121.92022597619024,-2430.5119878375854
135.55863924158288,-2446.401056839736
110.15320301137156,-2433.461778228588
128.00527220404757,-2440.670477750958
120.77043584713915,-2446.581573065306
117.74325627440949,-2406.8400816507888
117.06289913139037,-2438.0062043013954
119.74347898854683,-2406.3474832074353
133.3075941863425,-2407.7834733317004
133.2691157829359,-2436.0575482615927
139.32434850232679,-2434.066166045297
136.41623110405638,-2432.713114762559
108.80467597469992,-2418.5299031183235
147.9539198557005,-2450.3785344340113
120.7181361525378,-2422.3281840798454
110.25945671056051,-2415.8557291695492
130.15380639570742,-2410.241882384095
124.29494557546154,-2430.0823258085643
113.30117561070223,-2436.5658990109605
147.36132384521574,-2456.705082626234
131.25306785107384,-2430.4225681064668
109.17336843466317,-2421.307832252545
122.29971809116937,-2415.231833001665
131.58005816388808,-2430.7488542004144
119.756678824965,-2427.8579030072165
112.57622036968856,-2441.3617142699186
126.34473948953602,-2445.161460425576
111.1928735517164,-2440.9173899484817
120.83710553648181,-2418.774279624951
127.13983610908048,-2405.951645756518
117.69500226660156,-2412.0767044051777
126.75717552455725,-2434.244021042528
124.37634541620048,-2432.188439929117
126.11459930613796,-2415.115732041757
134.78778314163708,-2411.5215722333687
125.7805490744558,-2426.560415412312
108.76669578112771,-2419.698213037678
127.4853789834395,-2446.0312955760073
128.87050517386052,-2420.50700596866
124.483726625325,-2477.789698603412
120.04025837260335,-2437.308869013754
112.25809800792972,-2424.8896968621557
116.69043830393558,-2415.5801236707316
113.41346042622008,-2424.975591062406
133.08457899698607,-2417.1846150563297
110.14417325247335,-2414.3065335865076
127.4660592177965,-2439.17841599306
137.7613069097721,-2448.7082027869737
122.15728065490764,-2436.189025823574
118.6010320714244,-2423.967345580974
117.74729239014363,-2424.5950812694905
132.55633957372706,-2427.307608030727
123.37175607566462,-2435.460265664628
117.74030351696639,-2414.0718584532574
126.29472144299261,-2433.196963285476
130.11312266578236,-2420.2031297990156
112.30960247660624,-2446.2635340594234
102.9794818983017,-2415.2358417854643
130.55459848291304,-2423.2503951288895
135.61257317370578,-2430.4156381852454
98.18570608814626,-2437.0085214436153
128.3902569883034,-2434.875045196357
105.25287445060127,-2442.454820684895
124.70219374195497,-2414.835872622993
123.26012396314111,-2437.357944333292
126.77817299000063,-2436.4083353933124
125.98119436887592,-2431.7850524414366
112.44782584051312,-2441.223894253716
109.36411938230695,-2450.654562290324
116.58731217180629,-2457.5262245292106
122.20168089907617,-2438.7275998000796
122.08952163820933,-2434.2287986210426
120.54877801418796,-2382.45970708157
107.20514201851728,-2442.4681385489453
101.74621738009051,-2428.0840279830923
133.69157253466273,-2432.3552193959326
121.72627729265314,-2424.0612365335132
111.41223461156524,-2423.7043118787196
111.16987747428209,-2447.554445235746
121.20995129309472,-2445.1273774540005
129.6710696645034,-2427.6655893555217
116.39559021353831,-2457.80163067457
127.45457948610832,-2439.3371212402967
133.58327430918635,-2440.210293972167
138.40190574062743,-2434.1558764559704
129.5205577165271,-2445.6505775958512
131.0232720516154,-2434.897823194205
108.10707013082525,-2442.1736047339364
124.24528372707944,-2415.565390602906
129.20328054452668,-2446.986184262706
128.7973492646007,-2459.1550885731285
114.53805354550369,-2448.7678799998466
127.83061614276404,-2428.326552611777
139.8013900120995,-2458.109801395358
120.91338373298908,-2417.008985381221
131.90539206245012,-2454.350405548837
121.26904809099814,-2429.2345028881905
116.11271041753214,-2450.182292927498
117.32412708467514,-2437.8994812468723
120.9680726660407,-2415.9309923874894
117.71615102475035,-2415.9856516148225
121.33244337167592,-2442.34656063066
138.0546125614029,-2416.258285709039
134.17931149557495,-2432.446259356876
126.3126384875345,-2398.6359422084024
128.71482599911388,-2403.3025512236254
114.41503665708034,-2420.8641269574237
116.79712262897192,-2423.141669493872
121.0218747930625,-2432.3318855941075
